Appid,name,header_image,,developer,,,,categories,genres,steamspy_tags,,positive_ratings,negative_ratings,,median_playtime,,price
312230,Spirits of Xanadu,https://steamcdn-a.akamaihd.net/steam/apps/312230/header.jpg?t=1531776072,,"Good Morning, Commander",,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Action;Adventure;Indie,Adventure;Indie;Action,,238,60,,307,,3.99
355520,The Albino Hunter,https://steamcdn-a.akamaihd.net/steam/apps/355520/header.jpg?t=1488527777,,Cherry Co. Studios,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG,RPG;Indie;Adventure,,238,79,,109,,3.99
398000,Little Big Adventure 2,https://steamcdn-a.akamaihd.net/steam/apps/398000/header.jpg?t=1493966924,,DotEmu,,,,Single-player,Action;Adventure;RPG,Adventure;Action;RPG,,238,3,,0,,2.79
390710,Acceleration of SUGURI 2,https://steamcdn-a.akamaihd.net/steam/apps/390710/header.jpg?t=1529070194,,Orange_Juice,,,,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Indie;Action;Anime,,237,66,,357,,5.99
428950,"Kivi, Toilet and Shotgun",https://steamcdn-a.akamaihd.net/steam/apps/428950/header.jpg?t=1452868649,,16bit Nights,,,,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie,Indie;Action;Casual,,237,240,,216,,0.79
451780,Trillion: God of Destruction,https://steamcdn-a.akamaihd.net/steam/apps/451780/header.jpg?t=1503018512,,IDEA FACTORY;COMPILE HEART;PREAPP PARTNERS,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Strategy,RPG;Strategy;Anime,,237,79,,1,,15.49
463110,Farnham Fables,https://steamcdn-a.akamaihd.net/steam/apps/463110/header.jpg?t=1513593316,,Ethrea Dreams,,,,Single-player;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,,237,84,,217,,0.79
491330,12 Labours of Hercules V: Kids of Hellas (Platinum Edition),https://steamcdn-a.akamaihd.net/steam/apps/491330/header.jpg?t=1502273387,,Jetdogs Studios;Zoom Out Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Casual;Strategy;Indie,,237,29,,7919,,1.99
7210,"Runaway, A Road Adventure",https://steamcdn-a.akamaihd.net/steam/apps/7210/header.jpg?t=1447350992,,Pendulo Studios,,,,Single-player,Adventure,Adventure;Point & Click;Mystery,,236,90,,14,,6.99
211900,Conquest of Elysium 3,https://steamcdn-a.akamaihd.net/steam/apps/211900/header.jpg?t=1447355809,,Illwinter Game Design,,,,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer,Indie;Strategy,Strategy;Indie;Turn-Based,,236,53,,0,,6.99
321950,Yury,https://steamcdn-a.akamaihd.net/steam/apps/321950/header.jpg?t=1447363534,,Cubic Pie,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Adventure;Action,,236,242,,286,,1.59
344130,Cataegis : The White Wind,https://steamcdn-a.akamaihd.net/steam/apps/344130/header.jpg?t=1447367619,,Acido Cinza,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Pixel Graphics,,236,115,,322,,3.99
359810,Hare In The Hat,https://steamcdn-a.akamaihd.net/steam/apps/359810/header.jpg?t=1474313171,,RunServer,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,,236,106,,0,,1.59
363980,Forget Me Not: My Organic Garden,https://steamcdn-a.akamaihd.net/steam/apps/363980/header.jpg?t=1555981449,,CAVYHOUSE,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation,Indie;Simulation;Clicker,,236,39,,1467,,6.99
481870,Mini Thief,https://steamcdn-a.akamaihd.net/steam/apps/481870/header.jpg?t=1549559204,,Stranga;Tommah,,,,Single-player;Online Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Casual;Indie;Strategy,Strategy;Indie;Casual,,236,74,,0,,2.79
227060,Hegemony Rome: The Rise of Caesar,https://steamcdn-a.akamaihd.net/steam/apps/227060/header.jpg?t=1447357119,,Longbow Games,,,,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Indie;RPG;Simulation;Strategy,Strategy;Indie;Simulation,,235,154,,0,,10.99
327310,The Marvellous Miss Take,https://steamcdn-a.akamaihd.net/steam/apps/327310/header.jpg?t=1478093324,,Wonderstruck,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Casual;Indie,Stealth;Female Protagonist;Indie,,235,46,,510,,14.99
370540,Gary Grigsby's War in the East,https://steamcdn-a.akamaihd.net/steam/apps/370540/header.jpg?t=1517307597,,2by3 Games,,,,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;Wargame,,235,15,,0,,60.99
411000,Sorcery! Parts 1 and 2,https://steamcdn-a.akamaihd.net/steam/apps/411000/header.jpg?t=1549288043,,inkle Ltd,,,,Single-player,Adventure;Indie;RPG,Adventure;Choose Your Own Adventure;RPG,,235,38,,0,,9.99
444260,Mindless Running,https://steamcdn-a.akamaihd.net/steam/apps/444260/header.jpg?t=1493570649,,Quiet River,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Indie;Adventure;Comedy,,235,125,,566,,0.79
461700,Seduce Me 2: The Demon War,https://steamcdn-a.akamaihd.net/steam/apps/461700/header.jpg?t=1464047764,,Michaela Laws,,,,Single-player;Steam Achievements;Captions available;Commentary available,Adventure;Casual;Indie;RPG;Simulation,Visual Novel;Nudity;Otome,,235,21,,0,,7.19
474820,The Magical Silence,https://steamcdn-a.akamaihd.net/steam/apps/474820/header.jpg?t=1547060281,,Anatoliy Loginovskikh,,,,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Casual;Illuminati,,235,94,,195,,0.79
15200,Silent Hunter®: Wolves of the Pacific,https://steamcdn-a.akamaihd.net/steam/apps/15200/header.jpg?t=1475239720,,Ubisoft Romania,,,,Single-player;Multi-player,Simulation,Simulation;Submarine;World War II,,234,128,,134,,8.59
243000,Omikron: The Nomad Soul,https://steamcdn-a.akamaihd.net/steam/apps/243000/header.jpg?t=1478904393,,Quantic Dream,,,,Single-player,RPG,RPG;Cyberpunk;Great Soundtrack,,234,97,,0,,6.99
259410,Sneaky Sneaky,https://steamcdn-a.akamaihd.net/steam/apps/259410/header.jpg?t=1447359163,,Naiad Entertainment LLC,,,,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;RPG;Strategy,Strategy;Casual;RPG,,234,28,,82,,3.99
338140,Venetica - Gold Edition,https://steamcdn-a.akamaihd.net/steam/apps/338140/header.jpg?t=1478073378,,Deck13,,,,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie;RPG,RPG;Action;Adventure,,234,70,,39,,6.99
341120,Glorkian Warrior: The Trials Of Glork,https://steamcdn-a.akamaihd.net/steam/apps/341120/header.jpg?t=1447366705,,Pixeljam,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Indie,Indie;Platformer;Shoot 'Em Up,,234,26,,274,,2.79
364640,FreeCell Quest,https://steamcdn-a.akamaihd.net/steam/apps/364640/header.jpg?t=1547492739,,Legend Studio,,,,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;RPG;Strategy,RPG;Casual;Strategy,,234,101,,0,,6.99
446640,Space Pilgrim Episode IV: Sol,https://steamcdn-a.akamaihd.net/steam/apps/446640/header.jpg?t=1554170550,,Pilgrim Adventures;GrabTheGames Studios,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Adventure;Indie,Adventure;Indie;RPGMaker,,234,26,,347,,0.9
253370,Axis Game Factory's AGFPRO v3,https://steamcdn-a.akamaihd.net/steam/apps/253370/header.jpg?t=1539644374,,Axis Game Factory LLC,,,,Includes level editor,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities,Utilities;Design & Illustration;Software Training,,233,128,,383,,7.19
283620,World of Subways 3 – London Underground Circle Line,https://steamcdn-a.akamaihd.net/steam/apps/283620/header.jpg?t=1548857764,,TML-Studios,,,,Single-player,Simulation,Simulation;Trains;Realistic,,233,93,,0,,13.5
306680,Lexica,https://steamcdn-a.akamaihd.net/steam/apps/306680/header.jpg?t=1552477429,,d3t,,,,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;Puzzle,,233,75,,9,,3.99
354400,Tadpole Treble,https://steamcdn-a.akamaihd.net/steam/apps/354400/header.jpg?t=1473703105,,BitFinity,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor;Commentary available,Action;Adventure;Indie,Indie;Music;Adventure,,233,9,,0,,3.99
392000,TRON RUN/r,https://steamcdn-a.akamaihd.net/steam/apps/392000/header.jpg?t=1542763933,,Sanzaru Games Inc.,,,,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Racing,Action;Racing;Cyberpunk,,233,56,,0,,15.49
403180,Draw a Stickman: EPIC 2,https://steamcdn-a.akamaihd.net/steam/apps/403180/header.jpg?t=1478027537,,Hitcents,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Casual;Indie,,233,55,,0,,3.99
439490,BLUE REVOLVER,https://steamcdn-a.akamaihd.net/steam/apps/439490/header.jpg?t=1499104060,,Stellar Circle,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Shoot 'Em Up;Indie;Action,,233,2,,0,,10.99
485370,Mad Combat Marines,https://steamcdn-a.akamaihd.net/steam/apps/485370/header.jpg?t=1554191105,,FreezeNova,,,,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,,233,110,,373,,0.79
42500,DogFighter,https://steamcdn-a.akamaihd.net/steam/apps/42500/header.jpg?t=1447352631,,Dark Water Studios Ltd,,,,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Arcade,,232,152,,63,,1.99
44360,F1 2011,https://steamcdn-a.akamaihd.net/steam/apps/44360/header.jpg?t=1447354438,,Codemasters Birmingham,,,,Single-player;Multi-player;Co-op,Racing;Simulation;Sports,Racing;Simulation;Sports,,232,108,,3,,9.99
225000,Tomb Raider V: Chronicles,https://steamcdn-a.akamaihd.net/steam/apps/225000/header.jpg?t=1556061924,,Core Design,,,,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,,232,77,,10,,4.99
267130,Star Swarm Stress Test,https://steamcdn-a.akamaihd.net/steam/apps/267130/header.jpg?t=1532977145,,Oxide Games,,,,Single-player,Utilities,Utilities;Benchmark,,232,27,,0,,0
374830,Defend The Highlands,https://steamcdn-a.akamaihd.net/steam/apps/374830/header.jpg?t=1469130977,,Kilted Camel,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Indie;Strategy,Strategy;Indie;Comedy,,232,62,,590,,7.99
417750,Left Alone,https://steamcdn-a.akamaihd.net/steam/apps/417750/header.jpg?t=1481549085,,Volumetric Games,,,,Single-player;Steam Trading Cards,Action;Adventure;Indie,Adventure;Indie;Horror,,232,69,,0,,4.99
431450,Alchemist's Awakening,https://steamcdn-a.akamaihd.net/steam/apps/431450/header.jpg?t=1537444575,,Osaris Games,,,,Single-player;Multi-player;Co-op;Online Co-op;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Indie;Early Access,Early Access;Indie;Action,,232,59,,119,,11.99
434520,Simutrans,https://steamcdn-a.akamaihd.net/steam/apps/434520/header.jpg?t=1529395315,,The Simutrans Team,,,,Single-player;Multi-player;Steam Workshop;Steam Cloud,Simulation,Simulation;Free to Play;Trains,,232,83,,88,,0
437630,State of Mind,https://steamcdn-a.akamaihd.net/steam/apps/437630/header.jpg?t=1537370568,,Daedalic Entertainment,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Cyberpunk,,232,42,,0,,25.99
447780,LostWinds,https://steamcdn-a.akamaihd.net/steam/apps/447780/header.jpg?t=1485343281,,Frontier Developments,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Platformer;Casual,,232,42,,0,,6.99
485690,Hope Lake,https://steamcdn-a.akamaihd.net/steam/apps/485690/header.jpg?t=1482345617,,Far Mills;Mysterytag,,,,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Hidden Object;Casual;Adventure,,232,82,,195,,5.59
259620,3079 -- Block Action RPG,https://steamcdn-a.akamaihd.net/steam/apps/259620/header.jpg?t=1447359174,,Phr00t's Software,,,,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Action;Indie;RPG,RPG;Indie;Action,,231,231,,204,,3.99
267980,Hostile Waters: Antaeus Rising,https://steamcdn-a.akamaihd.net/steam/apps/267980/header.jpg?t=1530529909,,Rage Software,,,,Single-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Action;Sci-fi,,231,84,,207,,2.09
278930,GIGANTIC ARMY,https://steamcdn-a.akamaihd.net/steam/apps/278930/header.jpg?t=1454336579,,ASTRO PORT,,,,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Mechs;Indie,,231,70,,112,,4.79
280140,Millennium - A New Hope,https://steamcdn-a.akamaihd.net/steam/apps/280140/header.jpg?t=1544356345,,Aldorlea Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Indie;RPGMaker,,231,77,,277,,4.79
288370,Strike Suit Zero: Director's Cut,https://steamcdn-a.akamaihd.net/steam/apps/288370/header.jpg?t=1447360929,,Born Ready Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Space;Mechs,,231,61,,0,,14.99
343090,SimpleRockets,https://steamcdn-a.akamaihd.net/steam/apps/343090/header.jpg?t=1447367260,,"Jundroo, LLC",,,,Single-player;Steam Trading Cards,Indie;Simulation,Simulation;Physics;Sandbox,,231,38,,636,,5.59
351860,Cultures - Northland,https://steamcdn-a.akamaihd.net/steam/apps/351860/header.jpg?t=1524052617,,Funatics Software,,,,Single-player;Multi-player,Strategy,Strategy;City Builder;RTS,,231,47,,0,,3.99
374410,TransPlan,https://steamcdn-a.akamaihd.net/steam/apps/374410/header.jpg?t=1540831254,,Kittehface Software,,,,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Puzzle;Casual;Indie,,231,12,,0,,1.99
381100,The Men of Yoshiwara: Kikuya,https://steamcdn-a.akamaihd.net/steam/apps/381100/header.jpg?t=1479957328,,Dogenzaka Lab,,,,Single-player;Steam Achievements;Steam Trading Cards,Adventure,Otome;Visual Novel;Adventure,,231,43,,0,,22.99
412670,Bullet Heaven 2,https://steamcdn-a.akamaihd.net/steam/apps/412670/header.jpg?t=1473677549,,Matt Roszak,,,,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Bullet Hell;Action;Indie,,231,6,,0,,8.99
426630,Bubsy Two-Fur,https://steamcdn-a.akamaihd.net/steam/apps/426630/header.jpg?t=1554926750,,Accolade,,,,Single-player;Multi-player;Co-op;Steam Trading Cards;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,,231,94,,0,,3.99
289420,Planet Alcatraz,https://steamcdn-a.akamaihd.net/steam/apps/289420/header.jpg?t=1553175989,,1C Entertainment,,,,Single-player;Steam Trading Cards;Steam Cloud,RPG,RPG;Isometric;Atmospheric,,230,41,,271,,2.79
315860,Celestian Tales: Old North,https://steamcdn-a.akamaihd.net/steam/apps/315860/header.jpg?t=1465923387,,Ekuator Games,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;RPG,RPG;Indie;JRPG,,230,106,,277,,10.29
384000,Cross of the Dutchman,https://steamcdn-a.akamaihd.net/steam/apps/384000/header.jpg?t=1478071693,,Triangle Studios,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,,230,79,,62,,5.99
409850,Criminal Girls: Invite Only / クリミナルガールズ INVITATION,https://steamcdn-a.akamaihd.net/steam/apps/409850/header.jpg?t=1510276376,,"Nippon Ichi Software, Inc.",,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Violent;RPG;Strategy,Sexual Content;Nudity;Anime,,230,57,,0,,14.99
425720,Cloudlands : VR Minigolf,https://steamcdn-a.akamaihd.net/steam/apps/425720/header.jpg?t=1518498420,,Futuretown,,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;VR Support;Steam Workshop;Steam Leaderboards;Includes level editor,Casual;Sports,Sports;Casual;VR,,230,43,,0,,14.99
473560,Cosmic Dust & Rust,https://steamcdn-a.akamaihd.net/steam/apps/473560/header.jpg?t=1463512379,,16bit Nights,,,,Single-player;Steam Trading Cards,Action;Casual;Indie;Strategy,Casual;Strategy;Tower Defense,,230,166,,229,,0.79
474010,The NADI Project,https://steamcdn-a.akamaihd.net/steam/apps/474010/header.jpg?t=1512221285,,Monkeys Tales Studio,,,,Single-player;Steam Achievements;Steam Cloud,Adventure;Free to Play;Indie,Free to Play;Adventure;First-Person,,230,128,,10,,0
489600,The Golf Club VR,https://steamcdn-a.akamaihd.net/steam/apps/489600/header.jpg?t=1487967580,,HB Studios,,,,Single-player,Indie;Simulation;Sports,Sports;Simulation;Indie,,230,66,,0,,15.49
492290,Has-Been Heroes,https://steamcdn-a.akamaihd.net/steam/apps/492290/header.jpg?t=1547126220,,Frozenbyte,,,,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG;Strategy,Strategy;RPG;Indie,,230,77,,567,,14.99
70900,Star Ruler,https://steamcdn-a.akamaihd.net/steam/apps/70900/header.jpg?t=1447353543,,Blind Mind Studios,,,,Single-player;Multi-player,Indie;Strategy,Strategy;Space;Indie,,229,44,,5,,7.19
205690,1000 Amps,https://steamcdn-a.akamaihd.net/steam/apps/205690/header.jpg?t=1478107545,,Brandon Brizzi,,,,Single-player,Adventure;Indie,Indie;Platformer;Puzzle,,229,62,,0,,3.99
274480,Drox Operative,https://steamcdn-a.akamaihd.net/steam/apps/274480/header.jpg?t=1536792013,,Soldak Entertainment,,,,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Indie;RPG,Space;Indie;Action,,229,26,,0,,14.99
302250,Manhunter,https://steamcdn-a.akamaihd.net/steam/apps/302250/header.jpg?t=1447361944,,Silden,,,,Single-player,Action,Action;FPS;Shooter,,229,518,,110,,3.99
335150,Magic Barrage - Bitferno,https://steamcdn-a.akamaihd.net/steam/apps/335150/header.jpg?t=1447365438,,Gameguyz,,,,Single-player;Multi-player;MMO;Co-op,Free to Play,Free to Play;MMORPG;Pixel Graphics,,229,437,,13,,0
338810,Demise of Nations,https://steamcdn-a.akamaihd.net/steam/apps/338810/header.jpg?t=1552971062,,Noble Master LLC,,,,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Stats;Includes level editor,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,,229,65,,0,,0
33620,Crash Time 3,https://steamcdn-a.akamaihd.net/steam/apps/33620/header.jpg?t=1447352736,,Synetic,,,,Single-player;Multi-player,Action;Racing,Racing;Action;Open World,,228,64,,0,,3.99
